Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 67940, num timesteps 10870560, FPS 372, mean/median reward 198.6/172.0, min/max reward 5.0/418.0, entropy 0.04171, value loss 16.16254, policy loss -0.10873, distill_loss -196.61795, time 486.61991 min
Updates 67950, num timesteps 10872160, FPS 372, mean/median reward 207.8/175.0, min/max reward 5.0/423.0, entropy 0.02655, value loss 48.37559, policy loss 0.27487, distill_loss -211.56473, time 486.68944 min
Updates 67960, num timesteps 10873760, FPS 372, mean/median reward 221.6/240.0, min/max reward 5.0/423.0, entropy 0.01219, value loss 14.25487, policy loss -0.01314, distill_loss -227.34348, time 486.75854 min
Updates 67970, num timesteps 10875360, FPS 372, mean/median reward 217.9/255.0, min/max reward 5.0/423.0, entropy 0.01894, value loss 5.06920, policy loss -0.00541, distill_loss -220.09546, time 486.82826 min
Updates 67980, num timesteps 10876960, FPS 372, mean/median reward 203.2/175.0, min/max reward 5.0/423.0, entropy 0.04939, value loss 16.92003, policy loss 0.04158, distill_loss -221.87158, time 486.89900 min
Updates 67990, num timesteps 10878560, FPS 372, mean/median reward 203.4/179.0, min/max reward 5.0/423.0, entropy 0.04298, value loss 12.81588, policy loss 0.02782, distill_loss -220.30783, time 486.96807 min
Updates 68000, num timesteps 10880160, FPS 372, mean/median reward 195.5/175.0, min/max reward 3.0/423.0, entropy 0.01417, value loss 15.38004, policy loss 0.00096, distill_loss -203.61258, time 487.03853 min
Updates 68010, num timesteps 10881760, FPS 372, mean/median reward 198.8/229.0, min/max reward 1.0/423.0, entropy 0.05153, value loss 5.05777, policy loss 0.00092, distill_loss -193.11502, time 487.11574 min
Updates 68020, num timesteps 10883360, FPS 372, mean/median reward 209.3/229.0, min/max reward 1.0/423.0, entropy 0.04643, value loss 6.66788, policy loss -0.04115, distill_loss -218.57170, time 487.18609 min
Updates 68030, num timesteps 10884960, FPS 372, mean/median reward 197.5/229.0, min/max reward 1.0/423.0, entropy 0.03111, value loss 7.06825, policy loss 0.00805, distill_loss -229.46806, time 487.25590 min
Updates 68040, num timesteps 10886560, FPS 372, mean/median reward 197.5/229.0, min/max reward 1.0/423.0, entropy 0.03992, value loss 8.15057, policy loss 0.06008, distill_loss -227.67935, time 487.32412 min
Updates 68050, num timesteps 10888160, FPS 372, mean/median reward 199.4/240.0, min/max reward 1.0/423.0, entropy 0.02012, value loss 9.51281, policy loss 0.01677, distill_loss -227.62593, time 487.39346 min
Updates 68060, num timesteps 10889760, FPS 372, mean/median reward 211.9/250.0, min/max reward 1.0/417.0, entropy 0.02182, value loss 10.28626, policy loss -0.07461, distill_loss -236.58096, time 487.46226 min
Updates 68070, num timesteps 10891360, FPS 372, mean/median reward 216.9/244.0, min/max reward 1.0/417.0, entropy 0.03606, value loss 6.43762, policy loss -0.01189, distill_loss -227.21683, time 487.53233 min
Updates 68080, num timesteps 10892960, FPS 372, mean/median reward 207.8/240.0, min/max reward 2.0/416.0, entropy 0.03358, value loss 42.68789, policy loss -0.00483, distill_loss -203.21375, time 487.60286 min
Updates 68090, num timesteps 10894560, FPS 372, mean/median reward 197.6/149.0, min/max reward 2.0/416.0, entropy 0.01848, value loss 45.64930, policy loss -0.03588, distill_loss -212.22566, time 487.67319 min
Updates 68100, num timesteps 10896160, FPS 372, mean/median reward 218.2/240.0, min/max reward 18.0/416.0, entropy 0.05054, value loss 46.06237, policy loss 0.04033, distill_loss -195.86588, time 487.74243 min
Updates 68110, num timesteps 10897760, FPS 372, mean/median reward 217.7/238.0, min/max reward 18.0/416.0, entropy 0.02415, value loss 3.39629, policy loss 0.06858, distill_loss -194.42995, time 487.81831 min
Updates 68120, num timesteps 10899360, FPS 372, mean/median reward 192.8/140.0, min/max reward 2.0/416.0, entropy 0.04174, value loss 21.01135, policy loss -0.17403, distill_loss -195.52968, time 487.88939 min
Updates 68130, num timesteps 10900960, FPS 372, mean/median reward 161.5/136.0, min/max reward 2.0/371.0, entropy 0.01717, value loss 6.36101, policy loss 0.00420, distill_loss -190.93599, time 487.95855 min
Updates 68140, num timesteps 10902560, FPS 372, mean/median reward 149.4/131.0, min/max reward 2.0/371.0, entropy 0.02050, value loss 33.85526, policy loss 0.01234, distill_loss -237.31425, time 488.02890 min
Updates 68150, num timesteps 10904160, FPS 372, mean/median reward 137.5/131.0, min/max reward 2.0/318.0, entropy 0.02263, value loss 6.98745, policy loss -0.01801, distill_loss -208.97566, time 488.09819 min
Updates 68160, num timesteps 10905760, FPS 372, mean/median reward 118.7/130.0, min/max reward 2.0/288.0, entropy 0.04968, value loss 41.72640, policy loss -0.07247, distill_loss -199.31516, time 488.16857 min
Updates 68170, num timesteps 10907360, FPS 372, mean/median reward 112.6/124.0, min/max reward 2.0/281.0, entropy 0.03757, value loss 16.15668, policy loss -0.05478, distill_loss -219.00093, time 488.23915 min
Updates 68180, num timesteps 10908960, FPS 372, mean/median reward 119.8/124.0, min/max reward 2.0/404.0, entropy 0.00225, value loss 5.38503, policy loss -0.00033, distill_loss -276.37567, time 488.30844 min
Updates 68190, num timesteps 10910560, FPS 372, mean/median reward 124.3/124.0, min/max reward 2.0/404.0, entropy 0.02404, value loss 55.70935, policy loss -0.01247, distill_loss -239.57297, time 488.37794 min
Updates 68200, num timesteps 10912160, FPS 372, mean/median reward 119.1/124.0, min/max reward 2.0/327.0, entropy 0.01595, value loss 17.93219, policy loss 0.05738, distill_loss -233.24329, time 488.44829 min
Updates 68210, num timesteps 10913760, FPS 372, mean/median reward 132.0/128.0, min/max reward 2.0/413.0, entropy 0.02241, value loss 17.98190, policy loss 0.26687, distill_loss -227.86638, time 488.52450 min
Updates 68220, num timesteps 10915360, FPS 372, mean/median reward 150.8/131.0, min/max reward 2.0/424.0, entropy 0.01307, value loss 27.92260, policy loss -0.01664, distill_loss -245.38191, time 488.59436 min
Updates 68230, num timesteps 10916960, FPS 372, mean/median reward 153.5/131.0, min/max reward 2.0/424.0, entropy 0.02723, value loss 7.39051, policy loss -0.01603, distill_loss -240.96402, time 488.66406 min
Updates 68240, num timesteps 10918560, FPS 372, mean/median reward 166.5/134.0, min/max reward 2.0/420.0, entropy 0.05490, value loss 28.53340, policy loss -0.18455, distill_loss -231.67647, time 488.73411 min
Updates 68250, num timesteps 10920160, FPS 372, mean/median reward 177.5/135.0, min/max reward 2.0/420.0, entropy 0.04791, value loss 5.79153, policy loss 0.01042, distill_loss -215.98770, time 488.80391 min
Updates 68260, num timesteps 10921760, FPS 372, mean/median reward 209.3/138.0, min/max reward 2.0/421.0, entropy 0.05033, value loss 5.67182, policy loss 0.00264, distill_loss -201.79289, time 488.87325 min
Updates 68270, num timesteps 10923360, FPS 372, mean/median reward 215.6/140.0, min/max reward 2.0/542.0, entropy 0.04641, value loss 5.50221, policy loss -0.01040, distill_loss -201.55441, time 488.94338 min
Updates 68280, num timesteps 10924960, FPS 372, mean/median reward 203.9/140.0, min/max reward 2.0/542.0, entropy 0.05354, value loss 5.54138, policy loss -0.01707, distill_loss -199.04034, time 489.01342 min
Updates 68290, num timesteps 10926560, FPS 372, mean/median reward 190.9/139.0, min/max reward 2.0/421.0, entropy 0.04428, value loss 28.70280, policy loss -0.49644, distill_loss -218.17461, time 489.08366 min
Updates 68300, num timesteps 10928160, FPS 372, mean/median reward 166.1/135.0, min/max reward 2.0/420.0, entropy 0.04199, value loss 8.90256, policy loss -0.10961, distill_loss -207.57503, time 489.15300 min
Updates 68310, num timesteps 10929760, FPS 372, mean/median reward 162.0/137.0, min/max reward 2.0/420.0, entropy 0.04346, value loss 6.81592, policy loss -0.00773, distill_loss -219.39873, time 489.23143 min
Updates 68320, num timesteps 10931360, FPS 372, mean/median reward 169.5/138.0, min/max reward 2.0/420.0, entropy 0.06581, value loss 3.81621, policy loss -0.05596, distill_loss -224.08284, time 489.30169 min
Updates 68330, num timesteps 10932960, FPS 372, mean/median reward 155.3/135.0, min/max reward 2.0/382.0, entropy 0.01771, value loss 12.61627, policy loss 0.00140, distill_loss -241.84439, time 489.37181 min
Updates 68340, num timesteps 10934560, FPS 372, mean/median reward 158.7/131.0, min/max reward 2.0/402.0, entropy 0.06605, value loss 3.24503, policy loss -0.01452, distill_loss -232.99516, time 489.44181 min
Updates 68350, num timesteps 10936160, FPS 372, mean/median reward 128.7/116.0, min/max reward 2.0/282.0, entropy 0.02997, value loss 13.78935, policy loss -0.00185, distill_loss -220.18741, time 489.51037 min
Updates 68360, num timesteps 10937760, FPS 372, mean/median reward 120.8/119.0, min/max reward 2.0/282.0, entropy 0.03012, value loss 32.99810, policy loss -0.00768, distill_loss -223.93973, time 489.57889 min
Updates 68370, num timesteps 10939360, FPS 372, mean/median reward 118.5/116.0, min/max reward 2.0/282.0, entropy 0.01339, value loss 51.73518, policy loss 0.00760, distill_loss -215.80302, time 489.64791 min
Updates 68380, num timesteps 10940960, FPS 372, mean/median reward 116.1/105.0, min/max reward 2.0/282.0, entropy 0.04931, value loss 13.68906, policy loss 0.04752, distill_loss -204.70921, time 489.71635 min
Updates 68390, num timesteps 10942560, FPS 372, mean/median reward 121.9/105.0, min/max reward 2.0/282.0, entropy 0.03648, value loss 13.74319, policy loss 0.05968, distill_loss -251.50806, time 489.78508 min
Updates 68400, num timesteps 10944160, FPS 372, mean/median reward 123.9/111.0, min/max reward 2.0/282.0, entropy 0.02624, value loss 7.55162, policy loss -0.02262, distill_loss -253.14497, time 489.85327 min
Updates 68410, num timesteps 10945760, FPS 372, mean/median reward 144.3/126.0, min/max reward 13.0/429.0, entropy 0.02075, value loss 93.65778, policy loss 0.00116, distill_loss -244.90915, time 489.92880 min
Updates 68420, num timesteps 10947360, FPS 372, mean/median reward 139.0/114.0, min/max reward 13.0/429.0, entropy 0.03341, value loss 3.79653, policy loss -0.08259, distill_loss -230.94194, time 489.99743 min
Updates 68430, num timesteps 10948960, FPS 372, mean/median reward 139.0/114.0, min/max reward 13.0/429.0, entropy 0.01197, value loss 7.34557, policy loss 0.02239, distill_loss -197.08972, time 490.06554 min
Updates 68440, num timesteps 10950560, FPS 372, mean/median reward 152.9/126.0, min/max reward 13.0/429.0, entropy 0.03951, value loss 33.78305, policy loss -0.14526, distill_loss -228.96284, time 490.13420 min
Updates 68450, num timesteps 10952160, FPS 372, mean/median reward 162.1/138.0, min/max reward 4.0/429.0, entropy 0.02728, value loss 8.93526, policy loss -0.02443, distill_loss -250.91089, time 490.20381 min
Updates 68460, num timesteps 10953760, FPS 372, mean/median reward 165.6/138.0, min/max reward 4.0/429.0, entropy 0.03127, value loss 6.01895, policy loss -0.03723, distill_loss -249.95798, time 490.27282 min
Updates 68470, num timesteps 10955360, FPS 372, mean/median reward 177.7/138.0, min/max reward 3.0/429.0, entropy 0.03157, value loss 20.11120, policy loss 0.01171, distill_loss -228.98555, time 490.34163 min
Updates 68480, num timesteps 10956960, FPS 372, mean/median reward 174.1/138.0, min/max reward 3.0/429.0, entropy 0.02558, value loss 81.16847, policy loss -0.02786, distill_loss -239.50972, time 490.40996 min
Updates 68490, num timesteps 10958560, FPS 372, mean/median reward 149.5/111.0, min/max reward 3.0/429.0, entropy 0.02538, value loss 44.86952, policy loss 0.01458, distill_loss -221.20499, time 490.47945 min
Updates 68500, num timesteps 10960160, FPS 372, mean/median reward 172.5/126.0, min/max reward 3.0/537.0, entropy 0.01840, value loss 5.31717, policy loss -0.00016, distill_loss -219.88235, time 490.54870 min
Updates 68510, num timesteps 10961760, FPS 372, mean/median reward 186.8/148.0, min/max reward 3.0/537.0, entropy 0.02034, value loss 10.10207, policy loss 0.00156, distill_loss -233.08273, time 490.62400 min
Updates 68520, num timesteps 10963360, FPS 372, mean/median reward 205.7/189.0, min/max reward 1.0/537.0, entropy 0.03236, value loss 31.14681, policy loss -0.02927, distill_loss -203.79059, time 490.69308 min
Updates 68530, num timesteps 10964960, FPS 372, mean/median reward 209.4/196.0, min/max reward 1.0/537.0, entropy 0.02063, value loss 5.86157, policy loss -0.00198, distill_loss -233.14355, time 490.76191 min
Updates 68540, num timesteps 10966560, FPS 372, mean/median reward 228.0/243.0, min/max reward 1.0/537.0, entropy 0.01966, value loss 9.92473, policy loss -0.01081, distill_loss -235.81491, time 490.83072 min
Updates 68550, num timesteps 10968160, FPS 372, mean/median reward 220.9/225.0, min/max reward 1.0/508.0, entropy 0.04601, value loss 17.95944, policy loss -0.00075, distill_loss -224.67221, time 490.90034 min
Updates 68560, num timesteps 10969760, FPS 372, mean/median reward 224.5/225.0, min/max reward 3.0/508.0, entropy 0.00476, value loss 9.44639, policy loss 0.00633, distill_loss -249.00749, time 490.96881 min
Updates 68570, num timesteps 10971360, FPS 372, mean/median reward 219.7/196.0, min/max reward 5.0/508.0, entropy 0.03255, value loss 109.55428, policy loss -0.23338, distill_loss -262.95410, time 491.03846 min
Updates 68580, num timesteps 10972960, FPS 372, mean/median reward 208.8/148.0, min/max reward 5.0/508.0, entropy 0.05807, value loss 8.34003, policy loss -0.00939, distill_loss -215.65292, time 491.10709 min
Updates 68590, num timesteps 10974560, FPS 372, mean/median reward 217.1/196.0, min/max reward 74.0/508.0, entropy 0.03040, value loss 78.99091, policy loss 0.00727, distill_loss -223.22849, time 491.17511 min
Updates 68600, num timesteps 10976160, FPS 372, mean/median reward 203.5/139.0, min/max reward 31.0/508.0, entropy 0.03573, value loss 47.20611, policy loss -0.02933, distill_loss -242.42172, time 491.24451 min
Updates 68610, num timesteps 10977760, FPS 372, mean/median reward 206.6/139.0, min/max reward 31.0/508.0, entropy 0.01042, value loss 6.16566, policy loss 0.02494, distill_loss -244.88876, time 491.31964 min
Updates 68620, num timesteps 10979360, FPS 372, mean/median reward 206.7/139.0, min/max reward 31.0/508.0, entropy 0.04351, value loss 6.43975, policy loss -0.01994, distill_loss -205.91299, time 491.38850 min
Updates 68630, num timesteps 10980960, FPS 372, mean/median reward 224.5/250.0, min/max reward 31.0/508.0, entropy 0.03099, value loss 15.52309, policy loss 0.01864, distill_loss -265.42075, time 491.45706 min
Updates 68640, num timesteps 10982560, FPS 372, mean/median reward 212.7/250.0, min/max reward 8.0/414.0, entropy 0.02522, value loss 4.23114, policy loss -0.04865, distill_loss -252.61467, time 491.52718 min
Updates 68650, num timesteps 10984160, FPS 372, mean/median reward 206.4/228.0, min/max reward 8.0/414.0, entropy 0.02629, value loss 4.49819, policy loss -0.02076, distill_loss -245.84827, time 491.59646 min
Updates 68660, num timesteps 10985760, FPS 372, mean/median reward 220.4/250.0, min/max reward 8.0/414.0, entropy 0.03425, value loss 4.69507, policy loss -0.04982, distill_loss -213.24577, time 491.66517 min
Updates 68670, num timesteps 10987360, FPS 372, mean/median reward 213.8/228.0, min/max reward 8.0/414.0, entropy 0.03424, value loss 18.69125, policy loss 0.03171, distill_loss -201.89890, time 491.73455 min
Updates 68680, num timesteps 10988960, FPS 372, mean/median reward 213.4/140.0, min/max reward 8.0/414.0, entropy 0.02660, value loss 26.66284, policy loss -0.04808, distill_loss -229.72119, time 491.80369 min
Updates 68690, num timesteps 10990560, FPS 372, mean/median reward 214.9/228.0, min/max reward 0.0/414.0, entropy 0.02196, value loss 23.61215, policy loss -0.02969, distill_loss -230.72836, time 491.87295 min
Updates 68700, num timesteps 10992160, FPS 372, mean/median reward 223.3/262.0, min/max reward 0.0/414.0, entropy 0.02255, value loss 17.00025, policy loss -0.12926, distill_loss -225.20554, time 491.94143 min
