Algo: i2aEnvironment: HuntMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 2560, FPS 522, mean/median reward -12.2/-20.0, min/max reward -40.0/0.0, entropy 1.60944, value loss 122.28074, policy loss -9.80785, distill_loss -0.00014, time 0.08172 min
Updates 19050, num timesteps 48770560, FPS 804, mean/median reward 0.8/2.0, min/max reward -20.0/35.0, entropy 1.07791, value loss 0.01268, policy loss 0.00004, distill_loss -1.55297, time 1010.77974 min
Updates 19060, num timesteps 48796160, FPS 804, mean/median reward 0.6/2.0, min/max reward -20.0/35.0, entropy 1.09705, value loss 0.01179, policy loss 0.02273, distill_loss -1.56631, time 1011.30287 min
Updates 19070, num timesteps 48821760, FPS 804, mean/median reward 0.8/2.0, min/max reward -20.0/35.0, entropy 1.04918, value loss 0.00715, policy loss 0.00374, distill_loss -1.48664, time 1011.81993 min
Updates 19080, num timesteps 48847360, FPS 804, mean/median reward 0.4/2.0, min/max reward -20.0/35.0, entropy 0.99882, value loss 0.49583, policy loss 0.04624, distill_loss -1.33686, time 1012.33852 min
Updates 19090, num timesteps 48872960, FPS 804, mean/median reward 0.7/2.0, min/max reward -20.0/35.0, entropy 1.02927, value loss 0.72528, policy loss 0.05697, distill_loss -1.71274, time 1012.89794 min
Updates 19100, num timesteps 48898560, FPS 804, mean/median reward 0.3/2.0, min/max reward -20.0/35.0, entropy 1.05123, value loss 0.54225, policy loss 0.08788, distill_loss -1.67813, time 1013.44763 min
Updates 19110, num timesteps 48924160, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/35.0, entropy 1.04317, value loss 0.03062, policy loss 0.01809, distill_loss -1.44861, time 1013.96561 min
Updates 19120, num timesteps 48949760, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/35.0, entropy 1.08647, value loss 0.89980, policy loss -0.07308, distill_loss -1.77444, time 1014.48547 min
Updates 19130, num timesteps 48975360, FPS 804, mean/median reward -0.2/2.0, min/max reward -20.0/35.0, entropy 1.03208, value loss 1.10574, policy loss 0.08461, distill_loss -1.44091, time 1015.00480 min
Updates 19140, num timesteps 49000960, FPS 804, mean/median reward -0.3/2.0, min/max reward -20.0/14.0, entropy 1.11162, value loss 2.03169, policy loss -0.06419, distill_loss -1.59422, time 1015.52639 min
Updates 19150, num timesteps 49026560, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.07014, value loss 0.45526, policy loss -0.03978, distill_loss -1.52131, time 1016.04674 min
Updates 19160, num timesteps 49052160, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.07879, value loss 0.49080, policy loss 0.01304, distill_loss -1.52295, time 1016.56270 min
Updates 19170, num timesteps 49077760, FPS 804, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.03404, value loss 0.05206, policy loss -0.00960, distill_loss -1.41513, time 1017.20166 min
Updates 19180, num timesteps 49103360, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.00881, value loss 0.60602, policy loss 0.02391, distill_loss -1.41752, time 1017.71570 min
Updates 19190, num timesteps 49128960, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.08003, value loss 0.64470, policy loss 0.05549, distill_loss -1.19139, time 1018.23414 min
Updates 19200, num timesteps 49154560, FPS 804, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.02698, value loss 0.02433, policy loss -0.02262, distill_loss -1.27618, time 1018.76592 min
Updates 19210, num timesteps 49180160, FPS 804, mean/median reward -1.9/2.0, min/max reward -20.0/14.0, entropy 1.07963, value loss 0.02098, policy loss 0.01159, distill_loss -1.29249, time 1019.28841 min
Updates 19220, num timesteps 49205760, FPS 804, mean/median reward -1.7/2.0, min/max reward -20.0/14.0, entropy 1.06615, value loss 1.91933, policy loss -0.05224, distill_loss -1.37953, time 1019.87080 min
Updates 19230, num timesteps 49231360, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.08487, value loss 0.91269, policy loss 0.08136, distill_loss -1.10458, time 1020.39086 min
Updates 19240, num timesteps 49256960, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.05555, value loss 2.02019, policy loss -0.09534, distill_loss -1.42967, time 1020.90776 min
Updates 19250, num timesteps 49282560, FPS 804, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.08529, value loss 0.07700, policy loss 0.05288, distill_loss -1.93757, time 1021.50295 min
Updates 19260, num timesteps 49308160, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.03283, value loss 0.01059, policy loss -0.00551, distill_loss -1.82239, time 1022.02005 min
Updates 19270, num timesteps 49333760, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.08379, value loss 0.02303, policy loss 0.02791, distill_loss -1.76907, time 1022.53636 min
Updates 19280, num timesteps 49359360, FPS 804, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.10913, value loss 0.68388, policy loss 0.05404, distill_loss -1.66437, time 1023.05934 min
Updates 19290, num timesteps 49384960, FPS 804, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.08487, value loss 0.02668, policy loss -0.00524, distill_loss -1.79335, time 1023.57640 min
Updates 19300, num timesteps 49410560, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.10735, value loss 0.04025, policy loss 0.01412, distill_loss -1.95910, time 1024.09740 min
Updates 19310, num timesteps 49436160, FPS 804, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.06395, value loss 0.03973, policy loss 0.01082, distill_loss -2.25520, time 1024.61387 min
Updates 19320, num timesteps 49461760, FPS 804, mean/median reward -1.2/2.0, min/max reward -20.0/14.0, entropy 1.10732, value loss 2.86175, policy loss -0.16230, distill_loss -1.88364, time 1025.13219 min
Updates 19330, num timesteps 49487360, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.04498, value loss 0.01815, policy loss -0.01414, distill_loss -1.94542, time 1025.64845 min
Updates 19340, num timesteps 49512960, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.05761, value loss 0.76284, policy loss 0.12325, distill_loss -1.72025, time 1026.16330 min
Updates 19350, num timesteps 49538560, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.07035, value loss 0.02652, policy loss 0.03100, distill_loss -1.73836, time 1026.68063 min
Updates 19360, num timesteps 49564160, FPS 804, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.08616, value loss 0.03246, policy loss -0.01245, distill_loss -1.87776, time 1027.19964 min
Updates 19370, num timesteps 49589760, FPS 804, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.07061, value loss 0.19685, policy loss 0.02545, distill_loss -1.69558, time 1027.73206 min
Updates 19380, num timesteps 49615360, FPS 804, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.04159, value loss 0.02086, policy loss 0.01770, distill_loss -1.34866, time 1028.24909 min
Updates 19390, num timesteps 49640960, FPS 804, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.04889, value loss 0.22772, policy loss -0.02701, distill_loss -1.93091, time 1028.76721 min
Updates 19400, num timesteps 49666560, FPS 804, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.06537, value loss 0.98771, policy loss -0.05441, distill_loss -2.03553, time 1029.36176 min
Updates 19410, num timesteps 49692160, FPS 804, mean/median reward 1.5/2.0, min/max reward -20.0/14.0, entropy 1.01564, value loss 0.01193, policy loss -0.00097, distill_loss -1.76853, time 1029.87940 min
Updates 19420, num timesteps 49717760, FPS 804, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.07488, value loss 0.01356, policy loss 0.02771, distill_loss -1.52298, time 1030.41538 min
Updates 19430, num timesteps 49743360, FPS 804, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.08044, value loss 0.00715, policy loss 0.00448, distill_loss -1.84435, time 1030.93272 min
Updates 19440, num timesteps 49768960, FPS 804, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.04924, value loss 0.01928, policy loss 0.01600, distill_loss -1.74759, time 1031.44703 min
Updates 19450, num timesteps 49794560, FPS 804, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.07749, value loss 0.61750, policy loss 0.06521, distill_loss -1.77857, time 1031.96701 min
Updates 19460, num timesteps 49820160, FPS 804, mean/median reward 1.1/2.0, min/max reward -20.0/14.0, entropy 1.03948, value loss 0.00832, policy loss -0.00061, distill_loss -1.57611, time 1032.50045 min
Updates 19470, num timesteps 49845760, FPS 804, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.06038, value loss 0.02714, policy loss 0.00892, distill_loss -1.86207, time 1033.05670 min
Updates 19480, num timesteps 49871360, FPS 804, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.06506, value loss 0.00747, policy loss 0.00675, distill_loss -1.89095, time 1033.57358 min
Updates 19490, num timesteps 49896960, FPS 804, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.04459, value loss 0.29792, policy loss 0.04301, distill_loss -2.02152, time 1034.09339 min
Updates 19500, num timesteps 49922560, FPS 804, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.12199, value loss 2.40246, policy loss -0.07719, distill_loss -2.05011, time 1034.61222 min
Updates 19510, num timesteps 49948160, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.11973, value loss 0.02603, policy loss -0.01023, distill_loss -1.99497, time 1035.13054 min
Updates 19520, num timesteps 49973760, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.10642, value loss 0.02142, policy loss -0.00125, distill_loss -1.95404, time 1035.64416 min
Updates 19530, num timesteps 49999360, FPS 804, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.08689, value loss 1.03531, policy loss -0.08328, distill_loss -1.86721, time 1036.16334 min
Updates 19540, num timesteps 50024960, FPS 804, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.05014, value loss 0.70452, policy loss 0.06648, distill_loss -1.71536, time 1036.68491 min
Updates 19550, num timesteps 50050560, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.10194, value loss 0.12688, policy loss 0.00013, distill_loss -1.59247, time 1037.20306 min
Updates 19560, num timesteps 50076160, FPS 804, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.08523, value loss 0.01243, policy loss -0.01292, distill_loss -1.83038, time 1037.72005 min
Updates 19570, num timesteps 50101760, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.10342, value loss 1.11314, policy loss -0.11444, distill_loss -1.93290, time 1038.24068 min
Updates 19580, num timesteps 50127360, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.11545, value loss 0.46201, policy loss 0.04876, distill_loss -1.82453, time 1038.75923 min
Updates 19590, num timesteps 50152960, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.09591, value loss 0.00860, policy loss -0.00291, distill_loss -1.83097, time 1039.27541 min
Updates 19600, num timesteps 50178560, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.10387, value loss 0.00245, policy loss -0.00284, distill_loss -2.02886, time 1039.79378 min
Updates 19610, num timesteps 50204160, FPS 804, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.08304, value loss 0.00453, policy loss -0.01096, distill_loss -1.93829, time 1040.30691 min
Updates 19620, num timesteps 50229760, FPS 804, mean/median reward -0.3/2.0, min/max reward -20.0/14.0, entropy 1.11640, value loss 0.01811, policy loss 0.01996, distill_loss -1.80854, time 1040.82452 min
Updates 19630, num timesteps 50255360, FPS 804, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.09671, value loss 0.05397, policy loss 0.00887, distill_loss -1.96942, time 1041.33951 min
Updates 19640, num timesteps 50280960, FPS 804, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.12109, value loss 0.03816, policy loss 0.01198, distill_loss -1.63611, time 1041.85813 min
Updates 19650, num timesteps 50306560, FPS 804, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.08637, value loss 0.06866, policy loss 0.04350, distill_loss -1.90227, time 1042.38085 min
Updates 19660, num timesteps 50332160, FPS 804, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.08320, value loss 0.31144, policy loss 0.04192, distill_loss -1.96996, time 1042.90150 min
Updates 19670, num timesteps 50357760, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.08342, value loss 0.01042, policy loss -0.01167, distill_loss -1.82259, time 1043.42088 min
Updates 19680, num timesteps 50383360, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.16256, value loss 0.14116, policy loss 0.01024, distill_loss -1.61120, time 1043.94517 min
Updates 19690, num timesteps 50408960, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.08078, value loss 0.06704, policy loss -0.01827, distill_loss -1.96675, time 1044.48059 min
Updates 19700, num timesteps 50434560, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.10796, value loss 0.02581, policy loss 0.03546, distill_loss -1.83660, time 1045.00141 min
Updates 19710, num timesteps 50460160, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.10256, value loss 0.01029, policy loss -0.00211, distill_loss -1.93414, time 1045.51870 min
Updates 19720, num timesteps 50485760, FPS 804, mean/median reward -0.3/2.0, min/max reward -20.0/14.0, entropy 1.11075, value loss 0.00493, policy loss 0.00062, distill_loss -1.42499, time 1046.03577 min
Updates 19730, num timesteps 50511360, FPS 804, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.06527, value loss 0.04423, policy loss 0.00916, distill_loss -1.46591, time 1046.55326 min
Updates 19740, num timesteps 50536960, FPS 804, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.13465, value loss 0.00990, policy loss 0.01428, distill_loss -1.44969, time 1047.06630 min
Updates 19750, num timesteps 50562560, FPS 804, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.10915, value loss 0.16642, policy loss -0.04134, distill_loss -1.76212, time 1047.63355 min
Updates 19760, num timesteps 50588160, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.09460, value loss 0.01672, policy loss 0.01928, distill_loss -1.35923, time 1048.18104 min
Updates 19770, num timesteps 50613760, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.10972, value loss 1.03382, policy loss -0.11425, distill_loss -1.55522, time 1048.69612 min
Updates 19780, num timesteps 50639360, FPS 804, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.10740, value loss 0.00321, policy loss -0.00300, distill_loss -1.46389, time 1049.21604 min
Updates 19790, num timesteps 50664960, FPS 804, mean/median reward -1.2/2.0, min/max reward -20.0/14.0, entropy 1.04261, value loss 0.00549, policy loss 0.00740, distill_loss -1.38224, time 1049.75062 min
Updates 19800, num timesteps 50690560, FPS 804, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.10768, value loss 0.01376, policy loss 0.02987, distill_loss -1.27023, time 1050.26955 min
Updates 19810, num timesteps 50716160, FPS 804, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.12444, value loss 0.05249, policy loss 0.03101, distill_loss -1.12497, time 1050.78577 min
Updates 19820, num timesteps 50741760, FPS 804, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.05592, value loss 0.19089, policy loss 0.01210, distill_loss -1.50284, time 1051.31349 min
Updates 19830, num timesteps 50767360, FPS 804, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.07431, value loss 0.62164, policy loss 0.05463, distill_loss -1.50307, time 1051.86428 min
Updates 19840, num timesteps 50792960, FPS 804, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.07359, value loss 1.77927, policy loss -0.14532, distill_loss -1.69823, time 1052.38385 min
Updates 19850, num timesteps 50818560, FPS 804, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.04759, value loss 2.02807, policy loss 0.17156, distill_loss -1.42543, time 1052.90769 min
Updates 19860, num timesteps 50844160, FPS 804, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.10406, value loss 0.03244, policy loss 0.00803, distill_loss -1.55945, time 1053.43996 min
Updates 19870, num timesteps 50869760, FPS 804, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.11647, value loss 0.03863, policy loss 0.00009, distill_loss -1.42511, time 1053.97778 min
