command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 22670, num timesteps 14509440, FPS 74, mean/median reward 29.6/23.0, min/max reward 0.0/112.0, entropy 1.84779, value loss 0.14916, policy loss -0.03976, distill_loss -35.73408, time 3255.76255 min
Updates 22680, num timesteps 14515840, FPS 74, mean/median reward 31.9/27.0, min/max reward 0.0/112.0, entropy 1.70234, value loss 0.20715, policy loss -0.06633, distill_loss -63.47688, time 3256.90754 min
Updates 22690, num timesteps 14522240, FPS 74, mean/median reward 35.1/34.0, min/max reward 0.0/112.0, entropy 1.81319, value loss 0.07748, policy loss -0.00669, distill_loss -34.82419, time 3258.05889 min
Updates 22700, num timesteps 14528640, FPS 74, mean/median reward 35.4/34.0, min/max reward 1.0/112.0, entropy 1.79528, value loss 0.25219, policy loss -0.04188, distill_loss -33.77981, time 3259.21381 min
Updates 22710, num timesteps 14535040, FPS 74, mean/median reward 30.6/24.0, min/max reward 0.0/100.0, entropy 1.76482, value loss 0.12559, policy loss -0.01392, distill_loss -46.47225, time 3260.37735 min
Updates 22720, num timesteps 14541440, FPS 74, mean/median reward 28.2/23.0, min/max reward 0.0/100.0, entropy 1.65952, value loss 0.10309, policy loss -0.01378, distill_loss -64.48199, time 3261.51898 min
Updates 22730, num timesteps 14547840, FPS 74, mean/median reward 28.1/22.0, min/max reward 0.0/100.0, entropy 1.72055, value loss 0.16785, policy loss -0.05769, distill_loss -46.89298, time 3262.65132 min
Updates 22740, num timesteps 14554240, FPS 74, mean/median reward 27.6/22.0, min/max reward 0.0/91.0, entropy 1.79360, value loss 0.28200, policy loss -0.02835, distill_loss -42.70907, time 3263.78710 min
Updates 22750, num timesteps 14560640, FPS 74, mean/median reward 25.3/22.0, min/max reward 0.0/91.0, entropy 1.71494, value loss 0.13013, policy loss -0.06074, distill_loss -46.60089, time 3264.94328 min
Updates 22760, num timesteps 14567040, FPS 74, mean/median reward 27.1/22.0, min/max reward 0.0/91.0, entropy 1.64493, value loss 0.32365, policy loss 0.04719, distill_loss -53.72588, time 3266.10488 min
Updates 22770, num timesteps 14573440, FPS 74, mean/median reward 25.9/22.0, min/max reward 0.0/91.0, entropy 1.75286, value loss 0.12594, policy loss -0.09403, distill_loss -45.03018, time 3267.27348 min
Updates 22780, num timesteps 14579840, FPS 74, mean/median reward 25.3/21.0, min/max reward 0.0/91.0, entropy 1.77097, value loss 0.16707, policy loss -0.07280, distill_loss -43.49680, time 3268.38802 min
Updates 22790, num timesteps 14586240, FPS 74, mean/median reward 23.8/20.0, min/max reward 0.0/90.0, entropy 1.77539, value loss 0.13665, policy loss 0.00762, distill_loss -52.46215, time 3269.52498 min
Updates 22800, num timesteps 14592640, FPS 74, mean/median reward 22.9/17.0, min/max reward 0.0/90.0, entropy 1.78412, value loss 0.07847, policy loss 0.01003, distill_loss -52.20698, time 3270.69463 min
Updates 22810, num timesteps 14599040, FPS 74, mean/median reward 23.6/17.0, min/max reward 0.0/90.0, entropy 1.75055, value loss 0.15060, policy loss -0.08230, distill_loss -58.55168, time 3271.85868 min
Updates 22820, num timesteps 14605440, FPS 74, mean/median reward 25.4/19.0, min/max reward 0.0/90.0, entropy 1.75506, value loss 0.09241, policy loss -0.00882, distill_loss -53.03844, time 3273.01214 min
Updates 22830, num timesteps 14611840, FPS 74, mean/median reward 26.7/20.0, min/max reward 0.0/90.0, entropy 1.72615, value loss 0.08433, policy loss -0.06539, distill_loss -54.17181, time 3274.14305 min
Updates 22840, num timesteps 14618240, FPS 74, mean/median reward 27.0/19.0, min/max reward 0.0/90.0, entropy 1.60987, value loss 0.14556, policy loss -0.08531, distill_loss -77.13116, time 3275.28082 min
Updates 22850, num timesteps 14624640, FPS 74, mean/median reward 25.7/17.0, min/max reward 0.0/90.0, entropy 1.70503, value loss 0.09566, policy loss 0.01098, distill_loss -50.41726, time 3276.42853 min
Updates 22860, num timesteps 14631040, FPS 74, mean/median reward 26.5/17.0, min/max reward 0.0/90.0, entropy 1.76736, value loss 0.13880, policy loss -0.03583, distill_loss -48.94075, time 3277.57589 min
Updates 22870, num timesteps 14637440, FPS 74, mean/median reward 26.4/17.0, min/max reward 0.0/90.0, entropy 1.70784, value loss 0.54896, policy loss 0.25327, distill_loss -56.93422, time 3278.68375 min
Updates 22880, num timesteps 14643840, FPS 74, mean/median reward 25.0/16.0, min/max reward 0.0/90.0, entropy 1.68707, value loss 0.09689, policy loss 0.06653, distill_loss -62.70374, time 3279.81766 min
Updates 22890, num timesteps 14650240, FPS 74, mean/median reward 24.6/16.0, min/max reward 0.0/90.0, entropy 1.68104, value loss 0.25987, policy loss 0.16104, distill_loss -56.98189, time 3280.97438 min
Updates 22900, num timesteps 14656640, FPS 74, mean/median reward 21.7/14.0, min/max reward 0.0/90.0, entropy 1.72034, value loss 0.12907, policy loss 0.00284, distill_loss -55.11802, time 3282.12074 min
Updates 22910, num timesteps 14663040, FPS 74, mean/median reward 24.1/14.0, min/max reward 0.0/90.0, entropy 1.75091, value loss 0.11141, policy loss -0.00946, distill_loss -54.29790, time 3283.26552 min
Updates 22920, num timesteps 14669440, FPS 74, mean/median reward 25.6/17.0, min/max reward 0.0/90.0, entropy 1.66033, value loss 0.14578, policy loss -0.03012, distill_loss -66.87499, time 3284.41746 min
Updates 22930, num timesteps 14675840, FPS 74, mean/median reward 30.0/23.0, min/max reward 0.0/90.0, entropy 1.80250, value loss 0.14291, policy loss 0.10555, distill_loss -44.00528, time 3285.56226 min
Updates 22940, num timesteps 14682240, FPS 74, mean/median reward 28.0/21.0, min/max reward 0.0/90.0, entropy 1.79064, value loss 0.26875, policy loss 0.20326, distill_loss -45.58315, time 3286.69767 min
Updates 22950, num timesteps 14688640, FPS 74, mean/median reward 25.6/17.0, min/max reward 0.0/90.0, entropy 1.78014, value loss 0.21136, policy loss 0.00981, distill_loss -52.63779, time 3287.84866 min
Updates 22960, num timesteps 14695040, FPS 74, mean/median reward 24.3/17.0, min/max reward 0.0/90.0, entropy 1.61946, value loss 0.18599, policy loss -0.11596, distill_loss -82.05318, time 3288.96977 min
Updates 22970, num timesteps 14701440, FPS 74, mean/median reward 25.8/17.0, min/max reward 0.0/92.0, entropy 1.68712, value loss 0.14977, policy loss -0.07492, distill_loss -68.03285, time 3290.13678 min
Updates 22980, num timesteps 14707840, FPS 74, mean/median reward 28.5/21.0, min/max reward 0.0/92.0, entropy 1.74877, value loss 0.19600, policy loss 0.00040, distill_loss -44.82321, time 3291.27547 min
Updates 22990, num timesteps 14714240, FPS 74, mean/median reward 29.7/22.0, min/max reward 0.0/92.0, entropy 1.85310, value loss 0.35156, policy loss 0.10326, distill_loss -39.26877, time 3292.40517 min
Updates 23000, num timesteps 14720640, FPS 74, mean/median reward 30.7/23.0, min/max reward 0.0/95.0, entropy 1.90170, value loss 0.24168, policy loss 0.07275, distill_loss -32.96587, time 3293.53934 min
Updates 23010, num timesteps 14727040, FPS 74, mean/median reward 30.8/23.0, min/max reward 0.0/95.0, entropy 1.91731, value loss 0.09939, policy loss -0.03566, distill_loss -36.09565, time 3294.68026 min
Updates 23020, num timesteps 14733440, FPS 74, mean/median reward 33.3/25.0, min/max reward 0.0/101.0, entropy 1.86262, value loss 0.17814, policy loss -0.12184, distill_loss -37.12728, time 3295.84941 min
Updates 23030, num timesteps 14739840, FPS 74, mean/median reward 35.8/26.0, min/max reward 0.0/106.0, entropy 1.88189, value loss 0.50474, policy loss 0.03392, distill_loss -43.37984, time 3297.00169 min
Updates 23040, num timesteps 14746240, FPS 74, mean/median reward 32.9/22.0, min/max reward 0.0/106.0, entropy 1.80750, value loss 0.21394, policy loss -0.17063, distill_loss -42.02089, time 3298.14161 min
Updates 23050, num timesteps 14752640, FPS 74, mean/median reward 29.4/19.0, min/max reward 0.0/106.0, entropy 1.91203, value loss 0.10922, policy loss 0.03756, distill_loss -29.92877, time 3299.27890 min
Updates 23060, num timesteps 14759040, FPS 74, mean/median reward 27.3/19.0, min/max reward 0.0/106.0, entropy 1.78850, value loss 0.11598, policy loss -0.12054, distill_loss -33.94218, time 3300.41723 min
Updates 23070, num timesteps 14765440, FPS 74, mean/median reward 27.8/17.0, min/max reward 0.0/115.0, entropy 1.81627, value loss 0.09648, policy loss 0.00834, distill_loss -32.52035, time 3301.55491 min
Updates 23080, num timesteps 14771840, FPS 74, mean/median reward 27.2/17.0, min/max reward 0.0/115.0, entropy 1.67598, value loss 0.37262, policy loss -0.07530, distill_loss -49.14550, time 3302.68400 min
Updates 23090, num timesteps 14778240, FPS 74, mean/median reward 26.6/16.0, min/max reward 0.0/115.0, entropy 1.71704, value loss 0.12327, policy loss 0.03200, distill_loss -52.59895, time 3303.81535 min
Updates 23100, num timesteps 14784640, FPS 74, mean/median reward 25.3/16.0, min/max reward 0.0/115.0, entropy 1.74739, value loss 0.13082, policy loss 0.00897, distill_loss -57.55506, time 3304.99523 min
Updates 23110, num timesteps 14791040, FPS 74, mean/median reward 23.3/16.0, min/max reward 0.0/115.0, entropy 1.74142, value loss 0.13804, policy loss 0.00368, distill_loss -52.39393, time 3306.17036 min
Updates 23120, num timesteps 14797440, FPS 74, mean/median reward 26.8/18.0, min/max reward 0.0/115.0, entropy 1.72609, value loss 0.11030, policy loss -0.07183, distill_loss -48.43572, time 3307.29704 min
Updates 23130, num timesteps 14803840, FPS 74, mean/median reward 25.3/17.0, min/max reward 0.0/115.0, entropy 1.68359, value loss 0.16176, policy loss -0.04453, distill_loss -57.91243, time 3308.44912 min
Updates 23140, num timesteps 14810240, FPS 74, mean/median reward 25.1/17.0, min/max reward 0.0/115.0, entropy 1.69828, value loss 0.07779, policy loss -0.11614, distill_loss -52.38638, time 3309.58422 min
Updates 23150, num timesteps 14816640, FPS 74, mean/median reward 22.2/17.0, min/max reward 0.0/99.0, entropy 1.65931, value loss 0.11680, policy loss -0.08328, distill_loss -58.10014, time 3310.71938 min
Updates 23160, num timesteps 14823040, FPS 74, mean/median reward 23.7/17.0, min/max reward 0.0/99.0, entropy 1.69217, value loss 0.10299, policy loss -0.10523, distill_loss -59.03408, time 3311.88349 min
Updates 23170, num timesteps 14829440, FPS 74, mean/median reward 24.8/16.0, min/max reward 0.0/99.0, entropy 1.71647, value loss 0.10332, policy loss -0.07202, distill_loss -50.11016, time 3313.01872 min
Updates 23180, num timesteps 14835840, FPS 74, mean/median reward 23.7/15.0, min/max reward 0.0/82.0, entropy 1.68211, value loss 0.24849, policy loss 0.21143, distill_loss -54.75905, time 3314.15827 min
Updates 23190, num timesteps 14842240, FPS 74, mean/median reward 24.2/14.0, min/max reward 0.0/112.0, entropy 1.76963, value loss 0.08396, policy loss 0.05926, distill_loss -48.63554, time 3315.31239 min
Updates 23200, num timesteps 14848640, FPS 74, mean/median reward 24.4/14.0, min/max reward 0.0/112.0, entropy 1.59503, value loss 0.37883, policy loss -0.10402, distill_loss -68.99531, time 3316.44102 min
Updates 23210, num timesteps 14855040, FPS 74, mean/median reward 24.5/14.0, min/max reward 0.0/112.0, entropy 1.68953, value loss 0.21224, policy loss -0.03627, distill_loss -60.43459, time 3317.59053 min
Updates 23220, num timesteps 14861440, FPS 74, mean/median reward 23.5/14.0, min/max reward 0.0/86.0, entropy 1.76007, value loss 0.31040, policy loss 0.07455, distill_loss -47.65240, time 3318.74072 min
Updates 23230, num timesteps 14867840, FPS 74, mean/median reward 23.3/14.0, min/max reward 0.0/86.0, entropy 1.60856, value loss 0.13477, policy loss -0.01608, distill_loss -61.11742, time 3319.88804 min
Updates 23240, num timesteps 14874240, FPS 74, mean/median reward 23.1/14.0, min/max reward 0.0/86.0, entropy 1.65524, value loss 0.14629, policy loss -0.05906, distill_loss -61.83912, time 3321.03135 min
Updates 23250, num timesteps 14880640, FPS 74, mean/median reward 24.0/14.0, min/max reward 0.0/87.0, entropy 1.65950, value loss 0.23607, policy loss -0.07128, distill_loss -69.42888, time 3322.17386 min
Updates 23260, num timesteps 14887040, FPS 74, mean/median reward 24.9/14.0, min/max reward 0.0/87.0, entropy 1.58960, value loss 0.23334, policy loss -0.11699, distill_loss -83.68651, time 3323.29037 min
Updates 23270, num timesteps 14893440, FPS 74, mean/median reward 26.6/16.0, min/max reward 0.0/87.0, entropy 1.67505, value loss 0.15053, policy loss -0.10448, distill_loss -57.57870, time 3324.44050 min
Updates 23280, num timesteps 14899840, FPS 74, mean/median reward 27.3/16.0, min/max reward 0.0/109.0, entropy 1.71216, value loss 0.15385, policy loss -0.06457, distill_loss -57.15226, time 3325.57815 min
Updates 23290, num timesteps 14906240, FPS 74, mean/median reward 27.4/17.0, min/max reward 0.0/109.0, entropy 1.76797, value loss 0.09997, policy loss 0.05971, distill_loss -49.01567, time 3326.74500 min
Updates 23300, num timesteps 14912640, FPS 74, mean/median reward 27.3/16.0, min/max reward 0.0/94.0, entropy 1.83452, value loss 0.19609, policy loss 0.07187, distill_loss -36.10608, time 3327.91056 min
Updates 23310, num timesteps 14919040, FPS 74, mean/median reward 26.7/16.0, min/max reward 0.0/94.0, entropy 1.75633, value loss 0.23364, policy loss 0.01318, distill_loss -47.80743, time 3329.03125 min
Updates 23320, num timesteps 14925440, FPS 74, mean/median reward 28.3/16.0, min/max reward 0.0/94.0, entropy 1.72946, value loss 0.39743, policy loss 0.07130, distill_loss -51.30511, time 3330.18144 min
Updates 23330, num timesteps 14931840, FPS 74, mean/median reward 26.9/17.0, min/max reward 0.0/94.0, entropy 1.75773, value loss 0.19653, policy loss -0.03265, distill_loss -52.78597, time 3331.35103 min
Updates 23340, num timesteps 14938240, FPS 74, mean/median reward 27.8/19.0, min/max reward 0.0/94.0, entropy 1.83174, value loss 0.20311, policy loss 0.04424, distill_loss -45.71751, time 3332.51002 min
Updates 23350, num timesteps 14944640, FPS 74, mean/median reward 27.3/19.0, min/max reward 0.0/94.0, entropy 1.94805, value loss 0.06251, policy loss 0.05459, distill_loss -32.18061, time 3333.67549 min
Updates 23360, num timesteps 14951040, FPS 74, mean/median reward 27.4/21.0, min/max reward 0.0/94.0, entropy 1.87821, value loss 0.09714, policy loss -0.06552, distill_loss -35.58268, time 3334.83755 min
Updates 23370, num timesteps 14957440, FPS 74, mean/median reward 28.8/19.0, min/max reward 0.0/97.0, entropy 1.65144, value loss 0.48590, policy loss 0.17314, distill_loss -54.98573, time 3335.97186 min
Updates 23380, num timesteps 14963840, FPS 74, mean/median reward 29.2/19.0, min/max reward 0.0/97.0, entropy 1.70408, value loss 0.11042, policy loss -0.06000, distill_loss -50.15612, time 3337.09346 min
Updates 23390, num timesteps 14970240, FPS 74, mean/median reward 27.4/18.0, min/max reward 0.0/97.0, entropy 1.66515, value loss 0.16061, policy loss -0.01320, distill_loss -57.54516, time 3338.23094 min
Updates 23400, num timesteps 14976640, FPS 74, mean/median reward 29.4/20.0, min/max reward 0.0/97.0, entropy 1.68931, value loss 0.09038, policy loss -0.05429, distill_loss -53.43777, time 3339.37974 min
Updates 23410, num timesteps 14983040, FPS 74, mean/median reward 31.7/22.0, min/max reward 0.0/97.0, entropy 1.73351, value loss 0.12706, policy loss 0.06599, distill_loss -50.45228, time 3340.52281 min
Updates 23420, num timesteps 14989440, FPS 74, mean/median reward 29.0/20.0, min/max reward 0.0/85.0, entropy 1.68551, value loss 0.14881, policy loss -0.08907, distill_loss -58.34003, time 3341.67828 min
Updates 23430, num timesteps 14995840, FPS 74, mean/median reward 29.0/20.0, min/max reward 0.0/90.0, entropy 1.85447, value loss 0.49923, policy loss 0.08693, distill_loss -39.97289, time 3342.85010 min
Updates 23440, num timesteps 15002240, FPS 74, mean/median reward 30.1/21.0, min/max reward 0.0/90.0, entropy 1.71490, value loss 0.72404, policy loss 0.19469, distill_loss -58.69825, time 3344.02230 min
Updates 23450, num timesteps 15008640, FPS 74, mean/median reward 30.2/20.0, min/max reward 0.0/90.0, entropy 1.77366, value loss 0.61644, policy loss 0.17741, distill_loss -52.21449, time 3345.16780 min
Updates 23460, num timesteps 15015040, FPS 74, mean/median reward 26.3/18.0, min/max reward 0.0/90.0, entropy 1.71290, value loss 0.27700, policy loss 0.06096, distill_loss -55.36990, time 3346.31209 min
Updates 23470, num timesteps 15021440, FPS 74, mean/median reward 26.7/18.0, min/max reward 0.0/90.0, entropy 0.66957, value loss 0.14821, policy loss -0.01485, distill_loss -608.33789, time 3347.44623 min
Updates 23480, num timesteps 15027840, FPS 74, mean/median reward 25.8/17.0, min/max reward 0.0/90.0, entropy 1.67656, value loss 0.23667, policy loss -0.13686, distill_loss -73.88577, time 3348.59212 min
Updates 23490, num timesteps 15034240, FPS 74, mean/median reward 26.9/17.0, min/max reward 0.0/105.0, entropy 1.73444, value loss 0.15999, policy loss -0.06747, distill_loss -59.13128, time 3349.76080 min
Updates 23500, num timesteps 15040640, FPS 74, mean/median reward 25.7/17.0, min/max reward 0.0/105.0, entropy 1.73062, value loss 0.29080, policy loss 0.08260, distill_loss -51.01665, time 3350.91712 min
