command line args: main.py --environment-model CopyModel --env-name HuntMiniPacmanNoFrameskip-v0 --algo i2a --log-interval 10 --num-processes 128 --num-stack 1 --distill-coef 10 --entropy-coef 0.02 --port 5027
Updates 0, num timesteps 640, FPS 695, mean/median reward -2.3/0.0, min/max reward -20.0/0.0, entropy 1.60919, value loss 21.55485, policy loss -1.34010, distill_loss 0.19072, time 0.01534 min
Updates 83670, num timesteps 53549440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01856, value loss 0.99258, policy loss 0.00171, distill_loss -251.60017, time 559.69979 min
Updates 83680, num timesteps 53555840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02033, value loss 0.76701, policy loss 0.00363, distill_loss -242.42184, time 559.75350 min
Updates 83690, num timesteps 53562240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01768, value loss 0.44410, policy loss 0.00618, distill_loss -250.60123, time 559.80560 min
Updates 83700, num timesteps 53568640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00600, value loss 1.32253, policy loss 0.00034, distill_loss -248.26411, time 559.86543 min
Updates 83710, num timesteps 53575040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02846, value loss 0.85251, policy loss 0.00381, distill_loss -249.72873, time 560.07367 min
Updates 83720, num timesteps 53581440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.04042, value loss 0.85996, policy loss 0.00427, distill_loss -239.39072, time 560.12462 min
Updates 83730, num timesteps 53587840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01219, value loss 0.77971, policy loss -0.02543, distill_loss -243.13509, time 560.17537 min
Updates 83740, num timesteps 53594240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01930, value loss 0.39773, policy loss 0.00515, distill_loss -244.67911, time 560.22931 min
Updates 83750, num timesteps 53600640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02185, value loss 0.80169, policy loss -0.00205, distill_loss -252.18344, time 560.28274 min
Updates 83760, num timesteps 53607040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.00793, value loss 0.49154, policy loss -0.00165, distill_loss -238.29431, time 560.33558 min
Updates 83770, num timesteps 53613440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01682, value loss 0.36946, policy loss 0.00187, distill_loss -244.61398, time 560.38654 min
Updates 83780, num timesteps 53619840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00865, value loss 0.59081, policy loss -0.00048, distill_loss -268.79840, time 560.44052 min
Updates 83790, num timesteps 53626240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01541, value loss 0.60328, policy loss 0.00588, distill_loss -244.52005, time 560.49318 min
Updates 83800, num timesteps 53632640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01961, value loss 0.65986, policy loss -0.00395, distill_loss -241.33736, time 560.56516 min
Updates 83810, num timesteps 53639040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01697, value loss 0.97928, policy loss 0.00112, distill_loss -250.62674, time 560.77241 min
Updates 83820, num timesteps 53645440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02375, value loss 1.01043, policy loss -0.00334, distill_loss -247.55289, time 560.82475 min
Updates 83830, num timesteps 53651840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01695, value loss 0.64641, policy loss 0.01303, distill_loss -256.18109, time 560.87766 min
Updates 83840, num timesteps 53658240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02220, value loss 0.50030, policy loss 0.01429, distill_loss -255.03226, time 560.93164 min
Updates 83850, num timesteps 53664640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02512, value loss 0.56503, policy loss -0.00171, distill_loss -256.02460, time 560.98398 min
Updates 83860, num timesteps 53671040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01707, value loss 0.72456, policy loss 0.00209, distill_loss -241.73808, time 561.03920 min
Updates 83870, num timesteps 53677440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00869, value loss 0.69183, policy loss -0.00394, distill_loss -251.65671, time 561.09196 min
Updates 83880, num timesteps 53683840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00460, value loss 0.64182, policy loss 0.00130, distill_loss -261.16547, time 561.14419 min
Updates 83890, num timesteps 53690240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02239, value loss 1.15127, policy loss -0.00599, distill_loss -251.38608, time 561.21578 min
Updates 83900, num timesteps 53696640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01273, value loss 0.56630, policy loss 0.00078, distill_loss -248.73926, time 561.27531 min
Updates 83910, num timesteps 53703040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01817, value loss 1.50644, policy loss -0.02570, distill_loss -268.19409, time 561.48277 min
Updates 83920, num timesteps 53709440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00369, value loss 0.72179, policy loss -0.00115, distill_loss -243.75613, time 561.53336 min
Updates 83930, num timesteps 53715840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.00858, value loss 1.33215, policy loss -0.00571, distill_loss -258.14465, time 561.58638 min
Updates 83940, num timesteps 53722240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02748, value loss 0.64477, policy loss 0.00694, distill_loss -250.92134, time 561.63865 min
Updates 83950, num timesteps 53728640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01940, value loss 0.84960, policy loss -0.01390, distill_loss -241.98422, time 561.69134 min
Updates 83960, num timesteps 53735040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.00377, value loss 0.58919, policy loss -0.00148, distill_loss -248.45695, time 561.74713 min
Updates 83970, num timesteps 53741440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01371, value loss 1.29378, policy loss 0.00030, distill_loss -253.53413, time 561.80046 min
Updates 83980, num timesteps 53747840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.00789, value loss 0.99971, policy loss 0.00100, distill_loss -247.33105, time 561.85258 min
Updates 83990, num timesteps 53754240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.00721, value loss 0.49519, policy loss 0.00669, distill_loss -240.45987, time 561.90570 min
Updates 84000, num timesteps 53760640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01338, value loss 0.59570, policy loss 0.00172, distill_loss -245.21162, time 561.97261 min
Updates 84010, num timesteps 53767040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02457, value loss 0.63515, policy loss 0.00450, distill_loss -237.11963, time 562.17834 min
Updates 84020, num timesteps 53773440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01230, value loss 0.67859, policy loss -0.00096, distill_loss -234.87093, time 562.23315 min
Updates 84030, num timesteps 53779840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.00435, value loss 0.69257, policy loss 0.00028, distill_loss -252.47546, time 562.30263 min
Updates 84040, num timesteps 53786240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01277, value loss 0.74933, policy loss -0.00156, distill_loss -236.60608, time 562.35493 min
Updates 84050, num timesteps 53792640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01620, value loss 1.43408, policy loss -0.00155, distill_loss -240.04468, time 562.40995 min
Updates 84060, num timesteps 53799040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01300, value loss 0.72478, policy loss -0.02663, distill_loss -241.74649, time 562.46294 min
Updates 84070, num timesteps 53805440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02524, value loss 0.89161, policy loss 0.00079, distill_loss -233.42703, time 562.51353 min
Updates 84080, num timesteps 53811840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02166, value loss 0.45414, policy loss 0.01560, distill_loss -232.93387, time 562.56388 min
Updates 84090, num timesteps 53818240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02149, value loss 0.43392, policy loss 0.00148, distill_loss -233.59302, time 562.61576 min
Updates 84100, num timesteps 53824640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01624, value loss 2.48912, policy loss 0.00116, distill_loss -239.32976, time 562.67725 min
Updates 84110, num timesteps 53831040, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.04782, value loss 0.96399, policy loss -0.02367, distill_loss -235.58203, time 562.88040 min
Updates 84120, num timesteps 53837440, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03308, value loss 0.80990, policy loss 0.00495, distill_loss -232.08749, time 562.93524 min
Updates 84130, num timesteps 53843840, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02940, value loss 0.83947, policy loss -0.00096, distill_loss -237.54565, time 562.98988 min
Updates 84140, num timesteps 53850240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02469, value loss 1.42254, policy loss 0.00219, distill_loss -247.21822, time 563.04201 min
Updates 84150, num timesteps 53856640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02121, value loss 0.80081, policy loss -0.02420, distill_loss -233.77652, time 563.09268 min
Updates 84160, num timesteps 53863040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03153, value loss 0.60587, policy loss -0.00544, distill_loss -221.27754, time 563.14574 min
Updates 84170, num timesteps 53869440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01970, value loss 0.81739, policy loss -0.00072, distill_loss -240.27310, time 563.19928 min
Updates 84180, num timesteps 53875840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02257, value loss 1.07432, policy loss -0.00807, distill_loss -234.06767, time 563.25486 min
Updates 84190, num timesteps 53882240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.04193, value loss 0.55681, policy loss 0.00768, distill_loss -239.10861, time 563.30986 min
Updates 84200, num timesteps 53888640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02463, value loss 0.71018, policy loss -0.01440, distill_loss -235.41748, time 563.37171 min
Updates 84210, num timesteps 53895040, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02265, value loss 0.71884, policy loss 0.00056, distill_loss -234.85886, time 563.58294 min
Updates 84220, num timesteps 53901440, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03626, value loss 0.73876, policy loss -0.03838, distill_loss -227.90779, time 563.63698 min
Updates 84230, num timesteps 53907840, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02072, value loss 0.91378, policy loss 0.00310, distill_loss -250.17911, time 563.68868 min
Updates 84240, num timesteps 53914240, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.01437, value loss 0.96325, policy loss 0.01135, distill_loss -239.07991, time 563.74286 min
Updates 84250, num timesteps 53920640, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.04337, value loss 0.54113, policy loss 0.01197, distill_loss -239.82846, time 563.79875 min
Updates 84260, num timesteps 53927040, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.04643, value loss 0.57559, policy loss 0.00560, distill_loss -239.25154, time 563.85028 min
Updates 84270, num timesteps 53933440, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.01474, value loss 0.73565, policy loss 0.00046, distill_loss -242.36963, time 563.89974 min
Updates 84280, num timesteps 53939840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03965, value loss 1.42087, policy loss 0.00100, distill_loss -242.46431, time 563.95330 min
Updates 84290, num timesteps 53946240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03375, value loss 0.56462, policy loss -0.00193, distill_loss -236.20601, time 564.00972 min
Updates 84300, num timesteps 53952640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06097, value loss 1.00615, policy loss -0.01769, distill_loss -233.97237, time 564.06740 min
Updates 84310, num timesteps 53959040, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03788, value loss 0.55923, policy loss -0.00072, distill_loss -233.71957, time 564.26900 min
Updates 84320, num timesteps 53965440, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05134, value loss 0.94227, policy loss 0.01085, distill_loss -240.25371, time 564.32274 min
Updates 84330, num timesteps 53971840, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.02993, value loss 0.48766, policy loss -0.00609, distill_loss -239.96402, time 564.37363 min
Updates 84340, num timesteps 53978240, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.03320, value loss 0.58579, policy loss -0.00121, distill_loss -247.09074, time 564.42759 min
Updates 84350, num timesteps 53984640, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05175, value loss 0.75488, policy loss -0.01904, distill_loss -235.26501, time 564.48362 min
Updates 84360, num timesteps 53991040, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.02853, value loss 0.63864, policy loss 0.00058, distill_loss -242.41658, time 564.54493 min
Updates 84370, num timesteps 53997440, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.04328, value loss 0.55181, policy loss 0.00008, distill_loss -253.21053, time 564.59724 min
Updates 84380, num timesteps 54003840, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06374, value loss 0.51382, policy loss 0.00165, distill_loss -248.18533, time 564.65631 min
Updates 84390, num timesteps 54010240, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.03567, value loss 0.79437, policy loss 0.01439, distill_loss -245.02458, time 564.71175 min
Updates 84400, num timesteps 54016640, FPS 1594, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.08497, value loss 0.39968, policy loss -0.00825, distill_loss -230.92288, time 564.78000 min
Updates 84410, num timesteps 54023040, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06041, value loss 0.69588, policy loss -0.03266, distill_loss -245.32925, time 564.99759 min
Updates 84420, num timesteps 54029440, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.03390, value loss 0.89820, policy loss -0.00536, distill_loss -233.85391, time 565.04988 min
Updates 84430, num timesteps 54035840, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.06272, value loss 0.82718, policy loss -0.00713, distill_loss -237.45242, time 565.10344 min
Updates 84440, num timesteps 54042240, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08720, value loss 0.71848, policy loss -0.02161, distill_loss -253.81030, time 565.15876 min
Updates 84450, num timesteps 54048640, FPS 1593, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08368, value loss 0.69084, policy loss 0.00170, distill_loss -243.71404, time 565.21428 min
