command line args: main.py --env-name MsPacmanNoFrameskip-v0 --algo a2c --num-stack 4 --train-on-200x160-pixel --port 5026 --log-dir /tmp/a2c_mspacman --num-processes 128
Updates 0, num timesteps 640, FPS 398, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.18486, value loss 0.01736, policy loss 0.21304, time 0.02680 min
Updates 62300, num timesteps 39872640, FPS 274, mean/median reward 31.1/13.0, min/max reward 0.0/148.0, entropy 1.81007, value loss 0.13815, policy loss 0.01265, time 2425.29420 min
Updates 62310, num timesteps 39879040, FPS 274, mean/median reward 29.9/12.0, min/max reward 0.0/143.0, entropy 1.86096, value loss 0.04482, policy loss 0.02546, time 2425.60406 min
Updates 62320, num timesteps 39885440, FPS 274, mean/median reward 28.4/11.0, min/max reward 0.0/143.0, entropy 1.85043, value loss 0.02506, policy loss -0.02045, time 2425.89650 min
Updates 62330, num timesteps 39891840, FPS 274, mean/median reward 29.2/11.0, min/max reward 0.0/143.0, entropy 1.81031, value loss 0.04454, policy loss 0.00517, time 2426.19205 min
Updates 62340, num timesteps 39898240, FPS 274, mean/median reward 28.7/11.0, min/max reward 0.0/143.0, entropy 1.88840, value loss 0.02698, policy loss -0.02159, time 2426.48783 min
Updates 62350, num timesteps 39904640, FPS 274, mean/median reward 28.8/11.0, min/max reward 0.0/143.0, entropy 1.82195, value loss 0.13962, policy loss 0.06087, time 2426.78417 min
Updates 62360, num timesteps 39911040, FPS 274, mean/median reward 29.8/11.0, min/max reward 0.0/143.0, entropy 1.84723, value loss 0.09421, policy loss -0.01388, time 2427.07724 min
Updates 62370, num timesteps 39917440, FPS 274, mean/median reward 31.5/12.0, min/max reward 0.0/143.0, entropy 1.88197, value loss 0.05643, policy loss 0.02767, time 2427.37557 min
Updates 62380, num timesteps 39923840, FPS 274, mean/median reward 30.5/11.0, min/max reward 0.0/143.0, entropy 1.81138, value loss 0.03304, policy loss -0.02112, time 2427.66801 min
Updates 62390, num timesteps 39930240, FPS 274, mean/median reward 31.7/12.0, min/max reward 0.0/143.0, entropy 1.84378, value loss 0.05578, policy loss -0.07487, time 2427.95816 min
Updates 62400, num timesteps 39936640, FPS 274, mean/median reward 32.7/12.0, min/max reward 0.0/143.0, entropy 1.81987, value loss 0.10639, policy loss 0.06217, time 2428.25660 min
Updates 62410, num timesteps 39943040, FPS 274, mean/median reward 34.5/13.0, min/max reward 0.0/143.0, entropy 1.89810, value loss 0.12837, policy loss 0.10527, time 2428.56420 min
Updates 62420, num timesteps 39949440, FPS 274, mean/median reward 38.5/14.0, min/max reward 0.0/143.0, entropy 1.85937, value loss 0.03560, policy loss -0.01047, time 2428.87859 min
Updates 62430, num timesteps 39955840, FPS 274, mean/median reward 36.4/13.0, min/max reward 0.0/151.0, entropy 1.88930, value loss 0.05735, policy loss 0.00964, time 2429.16912 min
Updates 62440, num timesteps 39962240, FPS 274, mean/median reward 34.6/12.0, min/max reward 0.0/151.0, entropy 1.88239, value loss 0.03252, policy loss -0.00113, time 2429.46229 min
Updates 62450, num timesteps 39968640, FPS 274, mean/median reward 35.3/12.0, min/max reward 0.0/151.0, entropy 1.90301, value loss 0.05081, policy loss -0.04846, time 2429.75686 min
Updates 62460, num timesteps 39975040, FPS 274, mean/median reward 35.1/12.0, min/max reward 0.0/151.0, entropy 1.85500, value loss 0.06942, policy loss -0.02720, time 2430.05200 min
Updates 62470, num timesteps 39981440, FPS 274, mean/median reward 36.1/11.0, min/max reward 0.0/151.0, entropy 1.86908, value loss 0.05648, policy loss -0.07191, time 2430.34433 min
Updates 62480, num timesteps 39987840, FPS 274, mean/median reward 33.1/10.0, min/max reward 0.0/151.0, entropy 1.90406, value loss 0.04739, policy loss 0.07052, time 2430.64174 min
Updates 62490, num timesteps 39994240, FPS 274, mean/median reward 32.9/10.0, min/max reward 0.0/151.0, entropy 1.86260, value loss 0.03451, policy loss -0.00281, time 2430.94608 min
Updates 62500, num timesteps 40000640, FPS 274, mean/median reward 32.3/10.0, min/max reward 0.0/151.0, entropy 1.84399, value loss 0.05606, policy loss -0.00951, time 2431.23898 min
Updates 62510, num timesteps 40007040, FPS 274, mean/median reward 34.2/13.0, min/max reward 0.0/151.0, entropy 1.83555, value loss 0.05214, policy loss -0.03061, time 2431.55051 min
Updates 62520, num timesteps 40013440, FPS 274, mean/median reward 35.6/14.0, min/max reward 0.0/151.0, entropy 1.80994, value loss 0.03891, policy loss 0.00792, time 2431.84916 min
Updates 62530, num timesteps 40019840, FPS 274, mean/median reward 34.3/13.0, min/max reward 0.0/143.0, entropy 1.78441, value loss 0.10587, policy loss 0.04152, time 2432.15213 min
Updates 62540, num timesteps 40026240, FPS 274, mean/median reward 36.7/14.0, min/max reward 0.0/143.0, entropy 1.81859, value loss 0.09473, policy loss 0.05186, time 2432.45095 min
Updates 62550, num timesteps 40032640, FPS 274, mean/median reward 35.1/14.0, min/max reward 0.0/143.0, entropy 1.85906, value loss 0.08606, policy loss 0.01454, time 2432.74891 min
Updates 62560, num timesteps 40039040, FPS 274, mean/median reward 34.5/13.0, min/max reward 0.0/143.0, entropy 1.81281, value loss 0.05170, policy loss -0.03896, time 2433.05125 min
Updates 62570, num timesteps 40045440, FPS 274, mean/median reward 34.6/13.0, min/max reward 0.0/143.0, entropy 1.80681, value loss 0.06570, policy loss 0.01705, time 2433.34733 min
Updates 62580, num timesteps 40051840, FPS 274, mean/median reward 32.2/13.0, min/max reward 0.0/140.0, entropy 1.82227, value loss 0.06056, policy loss -0.02308, time 2433.63570 min
Updates 62590, num timesteps 40058240, FPS 274, mean/median reward 32.5/13.0, min/max reward 0.0/143.0, entropy 1.79116, value loss 0.07756, policy loss -0.00867, time 2433.93179 min
Updates 62600, num timesteps 40064640, FPS 274, mean/median reward 33.7/13.0, min/max reward 0.0/143.0, entropy 1.85310, value loss 0.03392, policy loss -0.05402, time 2434.22669 min
Updates 62610, num timesteps 40071040, FPS 274, mean/median reward 31.9/13.0, min/max reward 0.0/143.0, entropy 1.77430, value loss 0.04774, policy loss -0.01830, time 2434.54218 min
Updates 62620, num timesteps 40077440, FPS 274, mean/median reward 31.0/13.0, min/max reward 0.0/143.0, entropy 1.80225, value loss 0.13334, policy loss 0.01963, time 2434.83763 min
Updates 62630, num timesteps 40083840, FPS 274, mean/median reward 31.2/13.0, min/max reward 0.0/143.0, entropy 1.80719, value loss 0.03505, policy loss 0.02410, time 2435.14149 min
Updates 62640, num timesteps 40090240, FPS 274, mean/median reward 32.4/13.0, min/max reward 0.0/143.0, entropy 1.84400, value loss 0.02270, policy loss 0.03681, time 2435.44227 min
Updates 62650, num timesteps 40096640, FPS 274, mean/median reward 31.0/14.0, min/max reward 0.0/143.0, entropy 1.82975, value loss 0.02768, policy loss -0.00167, time 2435.73724 min
Updates 62660, num timesteps 40103040, FPS 274, mean/median reward 32.1/14.0, min/max reward 0.0/143.0, entropy 1.81883, value loss 0.31433, policy loss 0.10716, time 2436.02810 min
Updates 62670, num timesteps 40109440, FPS 274, mean/median reward 31.8/14.0, min/max reward 0.0/144.0, entropy 1.85327, value loss 0.02938, policy loss -0.05076, time 2436.32103 min
Updates 62680, num timesteps 40115840, FPS 274, mean/median reward 31.0/14.0, min/max reward 0.0/144.0, entropy 1.78996, value loss 0.03865, policy loss 0.03400, time 2436.61561 min
Updates 62690, num timesteps 40122240, FPS 274, mean/median reward 29.9/14.0, min/max reward 0.0/144.0, entropy 1.85068, value loss 0.03794, policy loss -0.01428, time 2436.91463 min
Updates 62700, num timesteps 40128640, FPS 274, mean/median reward 30.8/14.0, min/max reward 0.0/144.0, entropy 1.77629, value loss 0.13946, policy loss 0.02230, time 2437.21453 min
Updates 62710, num timesteps 40135040, FPS 274, mean/median reward 31.8/14.0, min/max reward 0.0/144.0, entropy 1.80714, value loss 0.03267, policy loss -0.04726, time 2437.52359 min
Updates 62720, num timesteps 40141440, FPS 274, mean/median reward 31.6/14.0, min/max reward 0.0/144.0, entropy 1.89718, value loss 0.11053, policy loss 0.04048, time 2437.82703 min
Updates 62730, num timesteps 40147840, FPS 274, mean/median reward 32.4/15.0, min/max reward 0.0/150.0, entropy 1.85846, value loss 0.04275, policy loss -0.00406, time 2438.12197 min
Updates 62740, num timesteps 40154240, FPS 274, mean/median reward 32.8/15.0, min/max reward 0.0/150.0, entropy 1.89780, value loss 0.03088, policy loss 0.01851, time 2438.42073 min
Updates 62750, num timesteps 40160640, FPS 274, mean/median reward 36.1/16.0, min/max reward 0.0/150.0, entropy 1.94482, value loss 0.21678, policy loss 0.08366, time 2438.71754 min
Updates 62760, num timesteps 40167040, FPS 274, mean/median reward 37.1/16.0, min/max reward 0.0/150.0, entropy 1.83378, value loss 0.13696, policy loss 0.10454, time 2439.05180 min
Updates 62770, num timesteps 40173440, FPS 274, mean/median reward 37.2/16.0, min/max reward 0.0/150.0, entropy 1.87967, value loss 0.08331, policy loss 0.05459, time 2439.34508 min
Updates 62780, num timesteps 40179840, FPS 274, mean/median reward 37.4/16.0, min/max reward 0.0/150.0, entropy 1.85870, value loss 0.02586, policy loss -0.04151, time 2439.64381 min
Updates 62790, num timesteps 40186240, FPS 274, mean/median reward 36.6/16.0, min/max reward 0.0/150.0, entropy 1.84839, value loss 0.06057, policy loss -0.09451, time 2439.93216 min
Updates 62800, num timesteps 40192640, FPS 274, mean/median reward 35.4/15.0, min/max reward 0.0/150.0, entropy 1.85661, value loss 0.02779, policy loss -0.04806, time 2440.23203 min
Updates 62810, num timesteps 40199040, FPS 274, mean/median reward 34.6/15.0, min/max reward 0.0/150.0, entropy 1.88273, value loss 0.02701, policy loss 0.02051, time 2440.55931 min
Updates 62820, num timesteps 40205440, FPS 274, mean/median reward 34.1/15.0, min/max reward 0.0/150.0, entropy 1.87179, value loss 0.07636, policy loss 0.00370, time 2440.85876 min
Updates 62830, num timesteps 40211840, FPS 274, mean/median reward 35.9/15.0, min/max reward 0.0/150.0, entropy 1.79459, value loss 0.03118, policy loss -0.02431, time 2441.17215 min
Updates 62840, num timesteps 40218240, FPS 274, mean/median reward 36.3/15.0, min/max reward 0.0/150.0, entropy 1.86312, value loss 0.17906, policy loss 0.04912, time 2441.46059 min
Updates 62850, num timesteps 40224640, FPS 274, mean/median reward 36.1/15.0, min/max reward 0.0/150.0, entropy 1.79823, value loss 0.02751, policy loss -0.02072, time 2441.75815 min
Updates 62860, num timesteps 40231040, FPS 274, mean/median reward 37.5/15.0, min/max reward 0.0/150.0, entropy 1.79376, value loss 0.07317, policy loss -0.00390, time 2442.06408 min
Updates 62870, num timesteps 40237440, FPS 274, mean/median reward 36.2/14.0, min/max reward 0.0/150.0, entropy 1.81768, value loss 0.04447, policy loss -0.00798, time 2442.36201 min
Updates 62880, num timesteps 40243840, FPS 274, mean/median reward 36.2/14.0, min/max reward 0.0/150.0, entropy 1.87964, value loss 0.09428, policy loss 0.01797, time 2442.65506 min
Updates 62890, num timesteps 40250240, FPS 274, mean/median reward 36.0/14.0, min/max reward 0.0/150.0, entropy 1.86652, value loss 0.04401, policy loss -0.02709, time 2442.95426 min
Updates 62900, num timesteps 40256640, FPS 274, mean/median reward 34.8/14.0, min/max reward 0.0/150.0, entropy 1.85314, value loss 0.08327, policy loss -0.00799, time 2443.24914 min
Updates 62910, num timesteps 40263040, FPS 274, mean/median reward 32.0/13.0, min/max reward 0.0/142.0, entropy 1.83844, value loss 0.03680, policy loss 0.03061, time 2443.55466 min
Updates 62920, num timesteps 40269440, FPS 274, mean/median reward 34.2/14.0, min/max reward 0.0/142.0, entropy 1.86788, value loss 0.15867, policy loss 0.06581, time 2443.84871 min
Updates 62930, num timesteps 40275840, FPS 274, mean/median reward 31.5/13.0, min/max reward 0.0/142.0, entropy 1.88032, value loss 0.07745, policy loss 0.04431, time 2444.14960 min
Updates 62940, num timesteps 40282240, FPS 274, mean/median reward 32.0/14.0, min/max reward 0.0/156.0, entropy 1.88034, value loss 0.04414, policy loss -0.02100, time 2444.44426 min
Updates 62950, num timesteps 40288640, FPS 274, mean/median reward 32.8/14.0, min/max reward 0.0/156.0, entropy 1.86773, value loss 0.12702, policy loss -0.00053, time 2444.73400 min
Updates 62960, num timesteps 40295040, FPS 274, mean/median reward 31.3/13.0, min/max reward 0.0/156.0, entropy 1.85191, value loss 0.17678, policy loss 0.05856, time 2445.02629 min
Updates 62970, num timesteps 40301440, FPS 274, mean/median reward 30.5/13.0, min/max reward 0.0/156.0, entropy 1.82109, value loss 0.02626, policy loss 0.02765, time 2445.32236 min
Updates 62980, num timesteps 40307840, FPS 274, mean/median reward 30.4/13.0, min/max reward 0.0/156.0, entropy 1.84890, value loss 0.09004, policy loss 0.00001, time 2445.61302 min
Updates 62990, num timesteps 40314240, FPS 274, mean/median reward 29.9/12.0, min/max reward 0.0/156.0, entropy 1.80846, value loss 0.10313, policy loss 0.00845, time 2445.90473 min
Updates 63000, num timesteps 40320640, FPS 274, mean/median reward 31.4/13.0, min/max reward 0.0/156.0, entropy 1.87324, value loss 0.04456, policy loss -0.02668, time 2446.21062 min
Updates 63010, num timesteps 40327040, FPS 274, mean/median reward 31.9/14.0, min/max reward 0.0/156.0, entropy 1.82942, value loss 0.16868, policy loss 0.02724, time 2446.52290 min
Updates 63020, num timesteps 40333440, FPS 274, mean/median reward 32.8/14.0, min/max reward 0.0/156.0, entropy 1.85484, value loss 0.06647, policy loss 0.03947, time 2446.81006 min
Updates 63030, num timesteps 40339840, FPS 274, mean/median reward 33.2/14.0, min/max reward 0.0/156.0, entropy 1.83058, value loss 0.11914, policy loss 0.10177, time 2447.12111 min
Updates 63040, num timesteps 40346240, FPS 274, mean/median reward 33.2/14.0, min/max reward 0.0/156.0, entropy 1.79928, value loss 0.10742, policy loss -0.05376, time 2447.41270 min
Updates 63050, num timesteps 40352640, FPS 274, mean/median reward 34.7/14.0, min/max reward 0.0/156.0, entropy 1.82544, value loss 0.03720, policy loss 0.02551, time 2447.71348 min
Updates 63060, num timesteps 40359040, FPS 274, mean/median reward 36.5/14.0, min/max reward 0.0/156.0, entropy 1.83879, value loss 0.03144, policy loss 0.00841, time 2448.00249 min
Updates 63070, num timesteps 40365440, FPS 274, mean/median reward 37.5/14.0, min/max reward 0.0/156.0, entropy 1.83655, value loss 0.03616, policy loss -0.02610, time 2448.30132 min
Updates 63080, num timesteps 40371840, FPS 274, mean/median reward 37.3/14.0, min/max reward 0.0/156.0, entropy 1.87001, value loss 0.10645, policy loss -0.02115, time 2448.59602 min
Updates 63090, num timesteps 40378240, FPS 274, mean/median reward 36.1/14.0, min/max reward 0.0/156.0, entropy 1.87372, value loss 0.06350, policy loss -0.01238, time 2448.88828 min
Updates 63100, num timesteps 40384640, FPS 274, mean/median reward 36.0/14.0, min/max reward 0.0/156.0, entropy 1.84784, value loss 0.14838, policy loss -0.00140, time 2449.18280 min
Updates 63110, num timesteps 40391040, FPS 274, mean/median reward 36.4/14.0, min/max reward 0.0/156.0, entropy 1.85471, value loss 0.04722, policy loss -0.03608, time 2449.49539 min
Updates 63120, num timesteps 40397440, FPS 274, mean/median reward 36.6/14.0, min/max reward 0.0/156.0, entropy 1.81199, value loss 0.04903, policy loss -0.05789, time 2449.78895 min
Updates 63130, num timesteps 40403840, FPS 274, mean/median reward 37.1/14.0, min/max reward 0.0/156.0, entropy 1.85104, value loss 0.06594, policy loss 0.05656, time 2450.08728 min
Updates 63140, num timesteps 40410240, FPS 274, mean/median reward 35.6/14.0, min/max reward 0.0/156.0, entropy 1.84409, value loss 0.05405, policy loss 0.05533, time 2450.38626 min
Updates 63150, num timesteps 40416640, FPS 274, mean/median reward 37.3/14.0, min/max reward 0.0/152.0, entropy 1.85224, value loss 0.22385, policy loss 0.05319, time 2450.68489 min
Updates 63160, num timesteps 40423040, FPS 274, mean/median reward 36.7/14.0, min/max reward 0.0/152.0, entropy 1.83913, value loss 0.05707, policy loss -0.03764, time 2450.99363 min
Updates 63170, num timesteps 40429440, FPS 274, mean/median reward 36.6/14.0, min/max reward 0.0/152.0, entropy 1.78734, value loss 0.06041, policy loss 0.02203, time 2451.29253 min
Updates 63180, num timesteps 40435840, FPS 274, mean/median reward 35.8/14.0, min/max reward 0.0/142.0, entropy 1.85296, value loss 0.04663, policy loss -0.03932, time 2451.57894 min
Updates 63190, num timesteps 40442240, FPS 274, mean/median reward 36.6/14.0, min/max reward 0.0/142.0, entropy 1.82439, value loss 0.04234, policy loss -0.03310, time 2451.87262 min
Updates 63200, num timesteps 40448640, FPS 274, mean/median reward 35.3/13.0, min/max reward 0.0/142.0, entropy 1.87021, value loss 0.12316, policy loss 0.04750, time 2452.17735 min
Updates 63210, num timesteps 40455040, FPS 274, mean/median reward 37.4/13.0, min/max reward 0.0/149.0, entropy 1.87793, value loss 0.03018, policy loss -0.00665, time 2452.49357 min
Updates 63220, num timesteps 40461440, FPS 274, mean/median reward 37.5/14.0, min/max reward 0.0/149.0, entropy 1.89024, value loss 0.03040, policy loss -0.02790, time 2452.79428 min
Updates 63230, num timesteps 40467840, FPS 274, mean/median reward 39.2/14.0, min/max reward 0.0/149.0, entropy 1.88983, value loss 0.02859, policy loss -0.00180, time 2453.09209 min
